page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day
1209904,62,106641,24,1178,297.774509803922,248,229.41881629853,0,676,102.823529411765,38.5,377,8,47,337,-39,69,296,93,0,24,thursday,sunday
2516731,0,20529,21,141,9.32667617689016,4,15.199678611527,0,64,3.31811697574893,1,0,0,0,0,0,67,52,34,0,24,sunday,wednesday
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,101,101,0,101,101,15,51,27,0,24,saturday,sunday
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,9,9,0,9,9,19,63,1,0,24,sunday,monday
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,0,0,0,0,0,58,154,2,0,24,monday,thursday
100625,1,1280,105,20,4.52482269503546,3,4.4420325682459,0,18,1.89716312056738,1,3,0,3,3,-3,38,69,2,0,24,sunday,monday
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,2,0,2,2,-2,39,602,2,0,24,monday,wednesday
40368,0,22418,18,198,28.5,18,31.8013076890198,0,93,11.9329268292683,4,8,0,5,8,-5,51,252,2,0,24,sunday,tuesday
88359,3,42,17,4,0.705627705627706,0,1.0402769444418,0,4,0.277056277056277,0,3,3,0,3,3,22,102,1,0,24,wednesday,thursday
668834,4,42523,9,1389,109.848195329087,84.5,118.636482414088,0,1379,42.2983014861996,8,176,10,166,167,-156,47,242,309,0,24,wednesday,thursday
192885,1,2647,24,87,16.4342857142857,14,12.868047016296,0,70,6.35047619047619,2,14,5,9,12,-4,36,556,30,0,24,wednesday,friday
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,1,0,1,1,-1,44,215,2,0,24,wednesday,friday
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,15,0,3,15,-3,60,55,20,0,24,tuesday,thursday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,113,9,104,104,-95,48,2228,66,0,24,sunday,tuesday
1793,8130,280,87,3,0.292682926829268,0,0.653094040926629,0,1,0.109756097560976,0,0,0,0,0,0,9,0,2,0,24,friday,saturday
6887,0,20,19,13,1.28516377649326,0,2.06903762363411,0,13,0.439306358381503,0,0,0,0,0,0,22,266,2,0,24,saturday,sunday
1169957,0,39275,18,1032,229.183520599251,210,152.812215027997,0,950,79.6142322097378,33,104,5,31,95,-26,52,60,90,0,24,thursday,saturday
642243,0,12330,24,437,65.8995633187773,38,76.5403307210228,0,295,26.1528384279476,8,16,16,0,16,16,16,204,46,0,24,thursday,friday
4024,0,0,16,6,0.68421052631579,0,1.05892853389131,0,2,0.305263157894737,0,2,1,1,1,0,41,31,4,0,24,sunday,monday
609152,1,16856,18,710,41.6978557504873,23,73.9211972759386,0,363,16.7348927875244,5,36,1,3,32,-2,68,148,7,0,24,sunday,wednesday
42440,0,5337,8,39,10.5878787878788,7,9.21855038810522,0,28,3.58181818181818,1,6,6,0,6,6,20,89,13,0,24,tuesday,wednesday
73993,0,50204,18,1046,97.2615384615385,35,203.451772922542,0,810,43.7384615384615,6,295,48,247,285,-199,31,193,4,0,24,sunday,monday
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,205,50,61,115,-11,61,164,130,0,24,tuesday,friday
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,104,12,34,86,-22,55,1707,227,0,24,monday,thursday
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,164,117,47,161,70,25,107,265,0,24,tuesday,wednesday
1975842,35,140870,9,1126,135.782988004362,86,161.945909001512,0,985,47.9454743729553,12,58,58,0,58,58,13,77,250,0,24,monday,monday
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,14,4,10,14,-6,29,28,1,0,24,tuesday,wednesday
80765,0,8973,13,289,20.3798076923077,12,37.3938880233318,0,270,8.38461538461539,2,44,5,39,40,-34,40,192,237,0,24,saturday,monday
212300,0,1153,24,29,5.35093167701863,4,5.17139309909758,0,23,1.93788819875776,1,4,0,0,4,0,66,43,11,0,24,saturday,tuesday
5861927,0,29355,22,819,33.5317725752508,2,129.23953607993,0,723,18.5852842809365,0,4,2,2,4,0,36,3528,1,0,24,friday,sunday
579725,0,91788,24,454,124.6625,108,95.4840663518439,0,346,48.7625,25.5,31,0,3,30,-3,63,41,86,0,24,thursday,sunday
14691,0,4072,16,639,30.8850574712644,9,67.5523084314813,0,548,14.9109195402299,2.5,168,25,61,124,-36,56,78,1,0,24,friday,sunday
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,26,0,6,26,-6,57,202,21,0,24,wednesday,friday
3337470,27805,11736,40,230,9.60686015831135,3,21.8307487004485,0,183,3.95646437994723,0,2,0,1,2,-1,59,173,1,0,24,wednesday,saturday
1203855,88,101567,9,641,112.684931506849,65,117.813281191024,0,328,39.9452054794521,12,30,1,0,29,1,65,56,4,0,24,monday,thursday
63888,0,1564,24,69,10.6507936507937,6,12.3457578732679,0,34,3.92460317460317,1,29,29,0,29,29,18,57,1,0,24,wednesday,thursday
104597,0,317,36,419,48.1903225806452,22,66.8873335559022,0,382,18.8161290322581,3,61,3,27,52,-24,59,0,270,0,24,friday,monday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,80,0,25,80,-25,54,148,53,0,24,thursday,saturday
5861927,0,29355,22,819,33.5317725752508,2,129.23953607993,0,723,18.5852842809365,0,2,0,2,2,-2,43,58,1,0,24,sunday,tuesday
13517,0,34,18,15,7.94444444444444,6,4.3712726626645,0,15,1.91666666666667,0,3,0,3,3,-3,38,88,1,0,24,friday,saturday
952756,8,443107,9,823,83.8,26,150.878242999202,0,823,73.7578947368421,21,25,25,0,25,25,12,87,21,0,22,wednesday,thursday
83215,393,12259,18,73,12.4626865671642,10,10.8648344491864,0,71,4.74129353233831,2,21,0,0,21,0,67,87,1,0,24,monday,thursday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,38,1,10,28,-9,68,768,74,0,24,thursday,sunday
1209904,62,106641,24,1178,297.774509803922,248,229.41881629853,0,676,102.823529411765,38.5,53,8,45,50,-37,38,131,102,0,24,tuesday,thursday
16272,0,311,24,32,6.37179487179487,5,5.94873176390969,0,30,1.99038461538462,0,6,6,0,6,6,20,440,1,0,24,tuesday,wednesday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,114,50,64,113,-14,33,114,31,0,24,tuesday,wednesday
10145,6,15,19,2,0.295180722891566,0,0.540727670017329,0,1,0.090361445783133,0,0,0,0,0,0,20,20,3,0,24,thursday,thursday
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,640,640,0,640,640,24,513,354,0,24,wednesday,thursday
552132,0,27696,24,516,115.840579710145,94.5,105.316585972122,0,337,35.6376811594203,9.5,208,67,141,204,-74,26,83,11,0,24,thursday,friday
113415,0,106,47,119,8.34375,0,24.6985273367496,0,66,2.40625,0,0,0,0,0,0,51,60,1,0,24,saturday,monday
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,223,18,205,212,-187,41,140,702,0,24,sunday,tuesday
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,3,0,3,3,-3,41,101,18,0,24,tuesday,thursday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,13,1,12,13,-11,41,0,1,0,24,monday,tuesday
155048,0,34292,18,1158,64.3824701195219,41,96.0014168817362,0,769,23.5617529880478,6,57,12,45,55,-33,35,117,45,0,24,tuesday,thursday
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,39,2,5,37,-3,57,107,14,0,24,thursday,saturday
57411,36082,1485,87,38,3.21518987341772,0,7.76990442910116,0,36,1.17088607594937,0,8,2,6,8,-4,38,347,1,0,24,friday,sunday
242526,323,701,4,122,4.33070866141732,2,8.98209515403097,0,102,1.64409448818898,0,1,0,0,1,0,59,198,1,0,24,thursday,saturday
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,5,5,0,5,5,7,460,72,0,24,tuesday,wednesday
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,0,0,0,0,0,0,107,265,0,24,tuesday,tuesday
58594,109,498,36,36,6.57342657342657,4,7.89838392825868,0,17,1.95804195804196,0,10,0,10,10,-10,40,45,2,0,24,friday,sunday
656085,0,62122,39,165,30.0246913580247,17,38.0370650862812,0,142,11.2283950617284,2,0,0,0,0,0,7,146,2,0,24,thursday,friday
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,59,59,0,59,59,22,266,31,0,24,tuesday,wednesday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,81,81,0,81,81,17,2822,92,0,24,saturday,sunday
4716837,0,490422,5,1949,138.26393442623,43,260.282628563762,0,1455,58.9786885245902,13,194,194,0,194,194,12,19,3113,0,24,tuesday,wednesday
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,49,2,47,47,-45,46,101,29,0,24,saturday,monday
32745,1559,770,32,15,1.34186939820743,0,2.27262303416435,0,15,0.523687580025608,0,0,0,0,0,0,18,114,8,0,24,thursday,friday
213787,0,1058,14,169,22.1355311355311,14,26.400825921423,0,143,8.55311355311355,3,62,3,10,57,-7,56,300,63,0,24,wednesday,friday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,9,9,0,9,9,5,98,26,0,24,thursday,thursday
83245,167,558,34,39,3.95121951219512,1,6.38641044329194,0,23,1.59349593495935,0,3,0,3,3,-3,40,145,23,0,24,friday,saturday
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,80,80,0,80,80,23,44,171,0,24,wednesday,thursday
54305,0,4830,67,255,9.9082774049217,4,24.9641908809229,0,255,5.35346756152125,1,3,3,0,3,3,6,0,201,0,24,thursday,thursday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,3,0,1,3,-1,53,23,15,0,24,sunday,wednesday
3424,3264,168,32,32,2.87542087542088,1,4.77027502485579,0,19,1.32659932659933,0,6,0,6,3,-6,59,80,1,0,24,friday,sunday
10039,4,1151,56,70,3.58771929824561,2,6.92163073208778,0,70,2.00877192982456,0,3,1,2,3,-1,31,531,2,0,24,wednesday,thursday
129525,0,57099,24,274,53.2983870967742,38,49.0746600137287,0,274,23.9516129032258,7,27,8,19,27,-11,28,65,4,0,24,saturday,sunday
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,72,17,55,61,-38,38,663,130,0,24,tuesday,thursday
82197,0,3788,14,42,7.92505854800937,6,7.16346472526447,0,34,3.04918032786885,1,9,2,0,7,2,66,130,1,0,24,wednesday,saturday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,3,3,0,3,3,23,205,2,0,24,friday,saturday
115313,0,3650,24,71,9.0828729281768,6,8.65028243593363,0,56,3.93922651933702,1,0,0,0,0,0,0,80,1,0,24,wednesday,wednesday
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,53,0,7,49,-7,70,323,60,0,24,wednesday,saturday
9422,7750,189,34,3,0.428571428571429,0,0.77320057918645,0,3,0.168067226890756,0,1,1,0,1,1,28,87,1,0,11,wednesday,thursday
68306,0,3811,2,113,26.4857456140351,19,23.4252219815022,0,89,10.1820175438597,4,12,1,1,11,0,58,12,2,0,24,monday,wednesday
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,1,1,0,1,1,13,303,1,0,24,thursday,friday
890,0,40,24,9,1.81720430107527,0,2.71968624281117,0,9,0.473118279569893,0,6,0,3,6,-3,55,86,3,0,24,wednesday,friday
12301,0,87,18,5,0.813432835820895,0,1.20427045140028,0,4,0.41044776119403,0,2,0,0,2,0,70,0,3,0,24,wednesday,saturday
445,0,0,18,18,4.67777777777778,4,4.95272714500198,0,15,2.12222222222222,1,5,5,0,5,5,13,119,2,0,24,thursday,friday
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,63,63,0,63,63,17,216,16,0,24,wednesday,thursday
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,15,15,0,15,15,20,1257,61,0,24,tuesday,wednesday
253349,0,1888,44,69,4.95289855072464,2,7.74114446870489,0,60,1.79891304347826,0,1,1,0,1,1,25,31,1,0,24,wednesday,thursday
313452,1,86759,8,1399,203.12610619469,123.5,235.272840163217,0,1316,77.1460176991151,28,259,37,222,244,-185,42,82,54,0,24,thursday,saturday
17365,0,3447,36,79,3.21637426900585,1,8.39207163853113,0,29,1.23099415204678,0,0,0,0,0,0,66,0,2,0,24,monday,thursday
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,60,3,28,55,-25,52,98,165,0,24,thursday,saturday
441897,0,16175,18,1221,96.0758620689655,62,108.157553198619,0,982,37.3224137931034,14,161,12,149,149,-137,48,122,89,0,24,friday,sunday
246883,15,10884,24,811,21.2665406427221,5,66.4504508294944,0,377,8.65595463137996,1,13,3,10,13,-7,38,0,17,0,24,sunday,tuesday
9422,7750,189,34,3,0.428571428571429,0,0.77320057918645,0,3,0.168067226890756,0,0,0,0,0,0,42,84,1,0,24,monday,wednesday
20329,0,136,24,17,3.62937062937063,2,4.1013017235591,0,13,1.3006993006993,0,8,0,5,8,-5,49,176,2,0,24,thursday,saturday
454393,0,66403,96,175,12.6560693641619,3,24.3442360185048,0,175,6.50578034682081,1,0,0,0,0,0,35,106,3,0,24,friday,saturday
1128745,0,52663,9,674,47.5766129032258,20,91.9445516715154,0,576,21.3145161290323,4,45,6,39,43,-33,41,54,39,0,24,monday,tuesday
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,2,0,0,2,0,69,181,1,0,24,monday,thursday
100625,1,1280,105,20,4.52482269503546,3,4.4420325682459,0,18,1.89716312056738,1,1,1,0,0,1,64,130,2,0,24,wednesday,saturday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,21,3,12,16,-9,50,0,19,0,24,saturday,monday
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,0,0,0,0,0,48,81,14,0,24,thursday,saturday
608825,150,11239,44,162,36.536231884058,31,24.1318889880706,0,113,13.3975155279503,6,9,9,0,9,9,17,12,37,0,24,saturday,sunday
2075758,57,17605,9,643,51.7755102040816,28,103.840392696445,0,354,16.3877551020408,5,32,5,27,30,-22,40,156,19,0,24,sunday,tuesday
329587,0,11271,4,124,11.6048632218845,7,15.9925545194406,0,71,4.25379939209727,1,0,0,0,0,0,4,180,1,0,24,saturday,saturday
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,16,16,0,16,16,18,40,44,0,24,sunday,monday
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,88,26,62,84,-36,34,168,40,0,24,tuesday,thursday
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,17,17,0,17,17,19,122,29,0,24,saturday,sunday
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,152,5,19,138,-14,66,71,360,0,24,sunday,wednesday
343688,0,13610,24,167,25.8856655290102,16,28.5434624467295,0,155,10.5955631399317,3,23,23,0,23,23,19,46,3,0,24,wednesday,thursday
89879,393,1257,14,16,2.31282051282051,2,2.36634300645418,0,11,0.884615384615385,0,4,0,1,4,-1,56,66,1,0,24,sunday,tuesday
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,0,0,0,0,0,37,54,1,0,24,monday,wednesday
343688,0,13610,24,167,25.8856655290102,16,28.5434624467295,0,155,10.5955631399317,3,37,10,27,34,-17,38,73,23,0,24,friday,sunday
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,119,119,0,119,119,10,385,208,0,24,sunday,monday
441897,0,16175,18,1221,96.0758620689655,62,108.157553198619,0,982,37.3224137931034,14,12,12,0,12,12,23,127,18,0,24,friday,saturday
634995,0,463,1,1279,13.2148288973384,1,96.7997690772648,0,872,5.10836501901141,0,0,0,0,0,0,20,195,1,0,24,thursday,friday
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,12,0,4,12,-4,56,35,2,0,24,monday,wednesday
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,39,39,0,39,39,1,352,147,0,24,tuesday,tuesday
19028,441,11,30,21,1.34579439252336,0,3.18173174424008,0,9,0.523364485981308,0,0,0,0,0,0,51,69,1,0,24,friday,sunday
90442,0,6802,24,307,39.9163179916318,24,51.6255558637578,0,292,13.3891213389121,4,6,0,6,6,-6,46,127,1,0,24,friday,sunday
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,17,17,0,17,17,8,159,16,0,24,wednesday,wednesday
338997,0,128,16,61,8.78758169934641,5,10.4969950275942,0,47,3.38562091503268,1,10,10,0,10,10,18,0,36,0,24,tuesday,wednesday
2688,5098,58,27,1,0.160493827160494,0,0.367063425859716,0,1,0.061728395061728,0,0,0,0,0,0,50,138,1,0,24,monday,wednesday
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,54,18,36,52,-18,32,50,147,0,24,thursday,friday
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,1,0,1,1,-1,28,206,1,0,24,thursday,friday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,8,0,3,7,-3,56,87,1,0,24,saturday,tuesday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,167,167,0,167,167,24,22,375,0,24,thursday,friday
4072,0,601,24,43,9.73913043478261,9,8.71950532753434,0,38,4.2445652173913,1,7,7,0,7,7,4,42,1,0,24,tuesday,tuesday
4072,0,601,24,43,9.73913043478261,9,8.71950532753434,0,38,4.2445652173913,1,0,0,0,0,0,22,20,3,0,24,friday,saturday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,58,0,2,57,-2,67,145,54,0,24,sunday,wednesday
1185,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,43,329,1,0,24,thursday,saturday
83215,393,12259,18,73,12.4626865671642,10,10.8648344491864,0,71,4.74129353233831,2,17,0,1,16,-1,72,109,3,0,24,saturday,tuesday
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,3,3,0,3,3,18,16,1,0,24,wednesday,thursday
40368,0,22418,18,198,28.5,18,31.8013076890198,0,93,11.9329268292683,4,4,0,4,4,-4,35,104,2,0,24,tuesday,wednesday
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,415,91,324,384,-233,34,121,1041,0,24,saturday,monday
292911,0,25073,24,207,41.1540404040404,21,46.1862064418947,0,143,15.3156565656566,3.5,22,4,18,22,-14,41,102,1,0,24,thursday,saturday
88853,0,3169,2,29,6.46653543307087,5,5.43472922026143,0,25,2.41732283464567,1,4,0,4,4,-4,32,27,15,0,24,thursday,friday
17135,0,32,13,4,0.205607476635514,0,0.637435248784297,0,2,0.046728971962617,0,0,0,0,0,0,29,133,2,0,24,friday,sunday
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,28,2,6,26,-4,53,14,2,0,24,tuesday,thursday
19465,0,1578,18,105,17.033033033033,12,17.1103674590727,0,93,6.73873873873874,2,13,3,10,13,-7,39,155,2,0,24,sunday,tuesday
633016,183,168920,18,1009,113.984090909091,41.5,157.622008216409,0,582,49.8886363636364,11.5,41,41,0,41,41,6,57,269,0,24,tuesday,wednesday
3280313,1,39324,14,1609,195.89847715736,141.5,197.891383959476,0,1345,74.9365482233503,26,606,90,516,557,-426,42,403,1112,0,24,friday,sunday
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,18,18,0,18,18,10,22,75,0,24,tuesday,wednesday
22665,0,15605,92,246,47.8640483383686,37,42.8146388472803,0,246,18.0377643504532,4,20,20,0,20,20,3,31,22,0,24,thursday,friday
3378,0,50,8,32,3.65116279069767,1,6.17904832339103,0,25,2.06976744186047,1,3,0,3,3,-3,30,15,1,0,24,friday,saturday
28325843,1,571967,61,2154,183.874015748032,111,254.414628167498,0,2034,82.3149606299213,35,612,90,522,544,-432,45,0,26,0,24,friday,sunday
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,17,7,10,16,-3,31,797,17,0,5,wednesday,friday
51890,0,4376,66,166,28.168458781362,24,27.2886523370093,0,157,10.6451612903226,2,13,4,9,12,-5,29,31,15,0,24,thursday,friday
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,11,1,10,10,-9,39,131,3,0,24,wednesday,friday
1947129,7,242852,18,632,139.333333333333,105,114.879737139184,0,421,59.7364341085271,35.5,48,48,0,48,48,18,110,219,0,24,saturday,saturday
70695,0,7237,18,371,29.7434679334917,12,47.2581804186005,0,150,10.7814726840855,2,39,2,37,37,-35,46,124,2,0,24,tuesday,thursday
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,132,11,121,127,-110,38,143,116,0,24,saturday,monday
228007,0,24,16,304,12.9305816135084,2,38.3970183215367,0,296,4.25328330206379,0,0,0,0,0,0,4,150,1,0,24,saturday,saturday
32745,1559,770,32,15,1.34186939820743,0,2.27262303416435,0,15,0.523687580025608,0,2,2,0,2,2,21,717,2,0,24,tuesday,wednesday
2071999,156,150355,57,512,24.769801980198,12,51.5217821758395,0,484,13.7871287128713,5,53,2,51,51,-49,45,250,60,0,10,tuesday,thursday
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,4,4,0,4,4,24,176,33,0,24,friday,saturday
88853,0,3169,2,29,6.46653543307087,5,5.43472922026143,0,25,2.41732283464567,1,3,0,0,3,0,72,163,1,0,24,wednesday,saturday
