page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day
70695,0,7237,18,371,29.7434679334917,12,47.2581804186005,0,150,10.7814726840855,2,12,8,4,12,4,25,36,1,0,24,sunday,monday
4716837,0,490422,5,1949,138.26393442623,43,260.282628563762,0,1455,58.9786885245902,13,470,202,268,457,-66,29,36,2915,0,10,wednesday,friday
7461335,1478,218090,9,1282,190.655296229803,119,205.137077333876,0,1011,70.657091561939,25,94,3,91,93,-88,45,704,1,0,24,wednesday,friday
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,24,1,10,23,-9,49,30,14,0,24,monday,wednesday
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,12,12,0,12,12,4,0,26,0,24,saturday,saturday
54305,0,4830,67,255,9.9082774049217,4,24.9641908809229,0,255,5.35346756152125,1,2,2,0,2,2,19,0,53,0,24,friday,saturday
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,20,1,19,19,-18,41,78,24,0,24,wednesday,friday
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,26,6,13,16,-7,60,234,21,0,24,saturday,tuesday
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,0,0,0,0,0,13,0,1,0,24,thursday,friday
410245,0,27432,24,486,77.2878787878788,61,81.4673074079937,0,460,28.5757575757576,8,158,1,34,151,-33,56,75,6,0,24,saturday,monday
36734,0,4,14,16,1.80603448275862,1,3.30116982382117,0,9,0.469827586206897,0,1,0,1,1,-1,36,224,1,0,24,thursday,saturday
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,11,3,8,10,-5,36,230,108,0,24,sunday,tuesday
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,0,0,0,0,0,22,0,2,0,24,thursday,friday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,12,1,11,11,-10,46,46,74,0,24,friday,sunday
798622,0,34668,5,1458,97.3144016227181,7,216.5536827221,0,1138,50.7910750507099,2,3,1,2,3,-1,26,673,19,0,24,tuesday,wednesday
3150,0,5,80,88,3.13991769547325,0,9.23788112771817,0,88,1.24279835390947,0,0,0,0,0,0,17,223,1,0,24,thursday,friday
50469,21748,2456,32,47,5.80314960629921,3,8.1044260971055,0,42,2.48818897637795,1,1,1,0,1,1,3,549,22,0,24,monday,monday
4526533,0,111134,9,847,63.632582322357,29,103.316009213881,0,439,26.9826689774697,9,34,34,0,34,34,7,52,3,0,24,sunday,monday
633016,183,168920,18,1009,113.984090909091,41.5,157.622008216409,0,582,49.8886363636364,11.5,142,4,17,127,-13,69,55,119,0,24,saturday,tuesday
425753,2197,10938,31,1340,129.455089820359,53.5,213.054411160183,0,1290,48.2664670658683,9,15,0,15,15,-15,34,135,41,0,24,wednesday,thursday
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,18,0,4,18,-4,52,58,16,0,24,saturday,monday
83245,167,558,34,39,3.95121951219512,1,6.38641044329194,0,23,1.59349593495935,0,1,1,0,1,1,30,33,2,0,24,tuesday,wednesday
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,320,320,0,320,320,19,22,1270,0,24,wednesday,thursday
668834,4,42523,9,1389,109.848195329087,84.5,118.636482414088,0,1379,42.2983014861996,8,101,2,15,98,-13,55,0,802,0,24,monday,wednesday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,125,7,118,119,-111,42,106,233,0,24,thursday,saturday
257320,0,81826,20,1181,93.6965174129353,51,146.884943085684,0,663,36.4253731343284,18,13,12,1,12,11,29,94,50,0,24,friday,sunday
518876,0,51411,24,363,63.3982035928144,38,65.0237183562178,0,267,25.9880239520958,7,25,1,3,22,-2,62,96,56,0,24,wednesday,saturday
165002,10,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,7,0,0,7,0,63,258,12,0,24,monday,thursday
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,2,0,2,2,-2,49,0,13,0,24,friday,sunday
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,7,0,0,7,0,64,0,2,0,24,wednesday,saturday
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,8,8,0,8,8,24,6,2,0,24,wednesday,thursday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,0,0,0,0,0,20,130,4,0,24,thursday,friday
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,6,6,0,6,6,8,183,22,0,24,monday,tuesday
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,5,5,0,5,5,3,0,88,0,24,wednesday,wednesday
4913787,60,158828,9,1480,160.279761904762,117,178.273095932271,0,1248,60.5440476190476,12.5,71,0,3,68,-3,71,93,459,0,24,tuesday,friday
2674657,0,196973,8,931,406.213333333333,405,181.246005442572,0,718,143.8,56,599,40,97,496,-57,68,0,672,0,24,friday,monday
25281,280,65,39,78,19.55078125,15,14.7371951627387,0,60,6.80989583333333,3,14,4,10,13,-6,31,521,4,0,24,thursday,saturday
28325843,1,571967,61,2154,183.874015748032,111,254.414628167498,0,2034,82.3149606299213,35,67,67,0,67,67,10,134,520,0,24,wednesday,thursday
1400,56,1,67,4,0.452830188679245,0,0.922793906463206,0,4,0.19811320754717,0,0,0,0,0,0,33,0,1,0,24,tuesday,thursday
19778,0,159,20,70,6.71794871794872,0,18.3986464356495,0,9,0.666666666666667,0,70,4,66,69,-62,40,60,11,0,24,tuesday,thursday
2071999,156,150355,57,512,24.769801980198,12,51.5217821758395,0,484,13.7871287128713,5,4,4,0,4,4,21,128,11,0,14,wednesday,thursday
400487,0,57833,13,414,26.6354916067146,15,44.9415979862141,0,300,10.9016786570743,3,3,3,0,3,3,11,141,20,0,24,tuesday,wednesday
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,26,26,0,26,26,6,58,29,0,24,thursday,thursday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,2,2,0,2,2,10,180,3,0,24,monday,tuesday
865437,0,23219,24,356,44.1444444444444,28.5,50.0881580839914,0,298,16.9314814814815,5,26,26,0,26,26,5,0,13,0,24,thursday,thursday
98168,0,1843,36,393,34.4348290598291,21,45.7562057882116,0,195,12.0320512820513,5,17,17,0,17,17,17,191,305,0,24,wednesday,thursday
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,86,5,81,81,-76,41,149,141,0,24,monday,wednesday
155048,0,34292,18,1158,64.3824701195219,41,96.0014168817362,0,769,23.5617529880478,6,0,0,0,0,0,0,21,16,0,24,thursday,thursday
157959,0,175,18,66,13.5441860465116,9,13.5360552517837,0,53,4.92093023255814,1,5,0,5,5,-5,44,46,2,0,24,monday,wednesday
246883,15,10884,24,811,21.2665406427221,5,66.4504508294944,0,377,8.65595463137996,1,13,1,12,13,-11,47,0,17,0,24,sunday,tuesday
24410,0,698,28,103,5.05778894472362,2,9.7139581039815,0,44,1.95477386934673,0,1,1,0,1,1,17,85,1,0,24,monday,tuesday
115669,0,745,1,28,1.69230769230769,0,3.79796737914081,0,25,0.644230769230769,0,0,0,0,0,0,36,41,4,0,24,wednesday,thursday
684014,0,72208,9,965,61.6561314791403,30,105.365779520727,0,860,23.0290771175727,4,17,17,0,17,17,24,92,26,0,24,tuesday,wednesday
13742,0,66,17,17,1.10630630630631,0,2.09190973912043,0,7,0.376576576576577,0,1,1,0,1,1,15,40,1,0,24,friday,saturday
640987,5,84288,1,91,11.5530085959885,8,12.5043567583364,0,78,4.62607449856734,2,3,3,0,3,3,16,59,16,0,24,wednesday,wednesday
1169957,0,39275,18,1032,229.183520599251,210,152.812215027997,0,950,79.6142322097378,33,112,112,0,112,112,15,182,97,0,24,sunday,monday
8070687,421,278406,9,1682,396.757785467128,270,357.168807777324,0,1570,157.544982698962,37,221,23,198,203,-175,39,128,731,0,24,wednesday,friday
609152,1,16856,18,710,41.6978557504873,23,73.9211972759386,0,363,16.7348927875244,5,26,0,3,23,-3,72,4,183,0,24,thursday,sunday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,5,5,0,5,5,20,115,1,0,24,monday,tuesday
326835,0,92354,18,626,86.3866666666667,55,102.019618156945,0,431,37.8986666666667,9,0,0,0,0,0,0,13,38,0,24,wednesday,wednesday
633016,183,168920,18,1009,113.984090909091,41.5,157.622008216409,0,582,49.8886363636364,11.5,75,12,63,65,-51,44,88,121,0,24,tuesday,thursday
623667,0,2666,26,241,7.64299424184261,1,28.6615566736655,0,144,3.34357005758157,0,0,0,0,0,0,44,72,3,0,24,tuesday,thursday
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,58,58,0,58,58,16,116,21,0,23,wednesday,thursday
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,6,0,2,4,-2,61,155,93,0,24,tuesday,friday
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,448,8,440,445,-432,32,38,93,0,24,wednesday,thursday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,2,0,1,2,-1,52,0,14,0,24,wednesday,friday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,43,6,37,43,-31,32,66,1,0,24,saturday,sunday
184,0,1,27,7,0.162921348314607,0,0.942967110424326,0,7,0.056179775280899,0,0,0,0,0,0,22,0,6,0,24,thursday,friday
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,11,11,0,11,11,3,126,17,0,24,friday,friday
365591,2096,6531,9,228,30.8823529411765,15,36.3718192573952,0,186,13.0995475113122,3,18,2,16,18,-14,33,225,31,0,24,wednesday,thursday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,1,0,1,1,-1,47,155,1,0,24,saturday,monday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,58,58,0,58,58,10,106,36,0,24,monday,tuesday
20131,13,27,24,47,2.30563002680965,1,6.585620491436,0,35,0.96514745308311,0,0,0,0,0,0,55,84,1,0,24,monday,wednesday
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,49,49,0,49,49,6,106,300,0,24,monday,monday
1812050,0,3765,14,218,79.3823529411765,65.5,49.0581975556058,0,150,41.0588235294118,38,39,39,0,39,39,20,26,200,0,24,saturday,sunday
2562,0,58,24,8,1.2156862745098,1,1.94345281464531,0,3,0.333333333333333,0,0,0,0,0,0,57,73,1,0,24,sunday,wednesday
3868,0,8,18,17,1.67289719626168,0,3.58286603007026,0,15,0.775700934579439,0,0,0,0,0,0,29,58,1,0,24,saturday,monday
57889,0,10836,18,781,27.4097995545657,17,51.7222881674652,0,370,9.60133630289532,2,70,2,11,62,-9,57,92,7,0,24,thursday,sunday
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,16,7,9,16,-2,27,418,1,0,24,saturday,monday
131134,0,53586,66,381,83.865671641791,59,78.8040384958497,0,354,31.3383084577114,10,179,19,84,159,-65,49,123,32,0,24,sunday,tuesday
55157,1029,2727,35,38,1.72556390977444,1,4.08415522845619,0,31,0.789473684210526,0,0,0,0,0,0,17,10,3,0,24,friday,saturday
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,97,6,39,89,-33,52,400,61,0,24,saturday,monday
14752,9589,888,27,20,2.22159090909091,0,4.22005355587613,0,14,0.755681818181818,0,0,0,0,0,0,28,2099,2,0,24,wednesday,thursday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,2,1,1,1,0,37,248,4,0,24,thursday,saturday
27147,0,2260,28,26,4.27283511269276,3,4.81979507694317,0,21,1.58007117437722,0,10,10,0,10,10,2,0,48,0,24,saturday,sunday
1294733,11,11511,14,382,115.893129770992,90,111.978341138354,0,352,32.5648854961832,5,0,0,0,0,0,10,123,15,0,24,thursday,thursday
1009493,175714,47503,9,380,52.5079787234043,25,70.9708880993931,0,371,22.7659574468085,4,30,30,0,30,30,3,33,73,0,24,saturday,saturday
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,5,0,4,4,-4,58,109,2,0,24,saturday,tuesday
19320,0,15,36,15,3.37337662337662,2,3.80279361098722,0,14,1.25649350649351,0,4,4,0,4,4,14,330,3,0,24,saturday,sunday
5586080,0,74450,9,23,8.31666666666667,6,5.91746473490877,0,17,4.28333333333333,3,4,1,1,3,0,60,187,34,0,24,monday,wednesday
244175,0,15135,18,378,41.7325581395349,35,40.93448379085,0,246,14.1773255813954,4,7,7,0,7,7,3,71,3,0,24,thursday,thursday
94905,0,5573,18,256,18.8878048780488,13,23.3078813055541,0,240,7.31382113821138,2,3,3,0,3,3,11,184,1,0,24,monday,monday
608825,150,11239,44,162,36.536231884058,31,24.1318889880706,0,113,13.3975155279503,6,35,0,1,34,-1,66,24,134,0,24,thursday,sunday
8415,0,5,16,4,0.483870967741936,0,0.973994140383408,0,4,0.236559139784946,0,0,0,0,0,0,7,60,1,0,24,tuesday,tuesday
2046147,0,123685,9,1411,123.083242059146,73,163.739580568996,0,1076,43.26286966046,14,67,7,16,54,-9,61,0,1,0,24,monday,wednesday
5780,0,1387,15,12,2.70121951219512,1,3.31879326814619,0,9,0.963414634146341,0,3,0,2,3,-2,55,107,1,0,24,tuesday,friday
640987,0,84288,1,91,11.5530085959885,8,12.5043567583364,0,78,4.62607449856734,2,9,0,0,9,0,62,70,68,0,24,sunday,wednesday
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,0,0,0,0,0,44,0,2,0,24,monday,wednesday
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,205,205,0,205,205,4,116,903,0,24,saturday,sunday
57411,36082,1485,87,38,3.21518987341772,0,7.76990442910116,0,36,1.17088607594937,0,1,1,0,0,1,33,237,1,0,24,friday,saturday
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,0,0,0,0,0,39,93,1,0,24,saturday,monday
798622,0,34668,5,1458,97.3144016227181,7,216.5536827221,0,1138,50.7910750507099,2,43,43,0,43,43,22,1026,134,0,17,wednesday,thursday
5503253,0,22681,14,1154,133.644970414201,70,180.374047553733,0,919,52.7573964497041,12,163,163,0,163,163,13,125,535,0,24,saturday,saturday
1317873,0,56331,24,1278,237.715151515152,152,275.425198690065,0,827,74.4848484848485,24,22,0,7,19,-7,65,124,85,0,24,thursday,sunday
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,289,12,277,277,-265,48,155,45,0,24,saturday,monday
19465,0,1578,18,105,17.033033033033,12,17.1103674590727,0,93,6.73873873873874,2,51,33,18,50,15,25,29,2,0,24,monday,tuesday
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,12,2,10,12,-8,31,13,4,0,24,monday,tuesday
209979,20,185,46,4,0.5625,0,0.85700982667835,0,3,0.190406976744186,0,0,0,0,0,0,16,0,13,0,24,wednesday,wednesday
642243,0,12330,24,437,65.8995633187773,38,76.5403307210228,0,295,26.1528384279476,8,11,4,7,11,-3,26,154,12,0,24,monday,tuesday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,26,23,3,25,20,25,0,11,0,24,sunday,monday
55520,0,13,26,226,5.61020408163265,1,19.3327758588189,0,205,2.41020408163265,0,0,0,0,0,0,66,44,2,0,24,sunday,wednesday
1576517,0,33793,14,1244,165.057777777778,94,209.563464255145,0,931,74.5111111111111,32,39,39,0,39,39,18,191,76,0,24,saturday,saturday
1128745,0,52663,9,674,47.5766129032258,20,91.9445516715154,0,576,21.3145161290323,4,32,2,30,32,-28,39,134,1,0,24,monday,wednesday
4526533,0,111134,9,847,63.632582322357,29,103.316009213881,0,439,26.9826689774697,9,11,11,0,11,11,3,71,12,0,24,wednesday,thursday
2549867,186370,177095,9,1041,227.413194444444,175,197.213274903412,0,942,79.1736111111111,18,480,153,327,480,-174,31,135,2803,0,24,thursday,friday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,29,1,28,28,-27,48,0,22,0,24,tuesday,thursday
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,0,0,0,0,0,34,135,1,0,24,monday,tuesday
1204214,0,6418,1,105,5.81818181818182,3,11.3528508256314,0,97,2.04475524475524,0,1,1,0,1,1,1,233,12,0,24,tuesday,tuesday
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,0,0,0,0,0,44,155,2,0,24,monday,wednesday
25723,0,3586,2,60,22.4539385847797,22,11.9806063179301,0,53,8.64485981308411,4,26,9,17,26,-8,30,91,14,0,24,thursday,friday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,126,6,8,119,-2,57,106,233,0,24,thursday,saturday
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,8,0,5,8,-5,53,114,13,0,24,monday,wednesday
487823,216,49009,24,422,159.210227272727,149.5,99.7497784683946,0,331,58.6704545454546,16.5,278,3,20,262,-17,70,9,28,0,24,saturday,tuesday
96918,100,4495,8,286,15.7155963302752,8,32.8554684289259,0,114,5.59327217125382,1,4,1,3,3,-2,32,28,2,0,24,wednesday,thursday
12502094,1,36292,14,1430,174.251833740831,114,197.560656162571,0,594,62.2420537897311,25,322,23,183,294,-160,51,59,2138,0,24,friday,sunday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,13,0,1,12,-1,57,0,18,0,24,sunday,wednesday
1501468,0,50185,8,1175,132.468085106383,88.5,157.993394834173,0,1091,49.6510638297872,16,264,14,55,228,-41,56,11,61,0,24,sunday,wednesday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,0,0,0,0,0,10,0,2,0,24,monday,tuesday
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,25,2,6,23,-4,62,327,30,0,24,friday,monday
228007,0,24,16,304,12.9305816135084,2,38.3970183215367,0,296,4.25328330206379,0,0,0,0,0,0,10,28,12,0,24,sunday,sunday
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,18,4,14,17,-10,39,147,47,0,24,monday,wednesday
2736,491,277,54,18,1.55035971223022,0,2.80210286145007,0,13,0.60431654676259,0,7,4,3,7,1,32,585,1,0,24,thursday,friday
590707,0,25344,79,211,33.6525974025974,23,35.3466978895492,0,147,12.9545454545455,5,100,100,0,100,100,3,2,763,0,24,friday,saturday
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,4,0,4,4,-4,45,0,1,0,24,tuesday,wednesday
321135,148,1651,16,191,14.4731610337972,6,24.8572620073271,0,132,5.72166998011929,1,5,0,5,5,-5,39,11,4,0,24,saturday,monday
8580,0,589,44,5,0.46271186440678,0,0.848407941748513,0,4,0.216949152542373,0,1,1,0,0,1,41,121,24,0,24,wednesday,friday
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,32,32,0,32,32,9,133,148,0,24,thursday,thursday
825,0,21,18,7,1.51700680272109,1,1.82705942509018,0,5,0.503401360544218,0,1,1,0,1,1,19,138,1,0,24,friday,saturday
30878,0,166,24,16,4.23333333333333,3,3.94278525354293,0,12,1.65,1,5,0,1,4,-1,63,0,1,0,24,monday,thursday
888531,1,4469,47,259,91.6977611940299,84.5,40.7684816919316,0,227,33.9925373134328,10,88,0,30,88,-30,53,628,344,0,24,tuesday,thursday
54305,0,4830,67,255,9.9082774049217,4,24.9641908809229,0,255,5.35346756152125,1,1,0,1,1,-1,40,151,2,0,24,tuesday,thursday
14435206,0,67363,14,1,0.07741935483871,0,0.267255679705909,0,1,0.032258064516129,0,0,0,0,0,0,60,164,46,0,24,thursday,saturday
343688,0,13610,24,167,25.8856655290102,16,28.5434624467295,0,155,10.5955631399317,3,0,0,0,0,0,0,20,2,0,24,thursday,thursday
1576517,0,33793,14,1244,165.057777777778,94,209.563464255145,0,931,74.5111111111111,32,137,84,53,131,31,31,106,881,0,24,thursday,friday
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,18,18,0,18,18,13,92,19,0,24,friday,saturday
2046147,2,123685,9,1411,123.083242059146,73,163.739580568996,0,1076,43.26286966046,14,404,67,337,389,-270,32,706,878,0,24,friday,sunday
634995,0,463,1,1279,13.2148288973384,1,96.7997690772648,0,872,5.10836501901141,0,8,2,1,6,1,70,300,2,0,24,friday,monday
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,51,0,25,51,-25,52,45,13,0,24,sunday,tuesday
865437,0,23219,24,356,44.1444444444444,28.5,50.0881580839914,0,298,16.9314814814815,5,27,3,24,24,-21,47,27,16,0,24,friday,sunday
31178,1,41,27,8,0.729559748427673,0,1.45232641215273,0,4,0.358490566037736,0,0,0,0,0,0,28,212,1,0,24,thursday,friday
9774,0,2397,16,57,2.68126094570928,1,5.72210962103093,0,54,1.21891418563923,0,17,17,0,17,17,10,85,3,0,24,tuesday,wednesday
92347,0,4867,24,222,24.2466216216216,16,30.7197993103412,0,210,10.0202702702703,3,9,0,1,8,-1,68,141,3,0,24,saturday,tuesday
4975857,159,87422,9,2360,203.315384615385,101,377.79178299928,0,2040,76.5076923076923,18.5,58,12,46,51,-34,41,352,139,0,24,friday,saturday
454393,0,66403,96,175,12.6560693641619,3,24.3442360185048,0,175,6.50578034682081,1,175,175,0,175,175,13,447,354,0,24,sunday,monday
615014,601,3398,18,238,29.0733944954128,11,43.4725910532265,0,229,10.3394495412844,2,17,17,0,17,17,11,31,1,0,24,sunday,monday
32590,129,628,50,40,3.18623481781377,2,5.53583584799565,0,29,1.18623481781377,0,40,2,10,37,-8,54,174,20,0,24,monday,thursday
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,0,0,0,0,0,0,21,1,0,24,thursday,thursday
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,23,23,0,23,23,24,364,18,0,24,friday,saturday
57889,0,10836,18,781,27.4097995545657,17,51.7222881674652,0,370,9.60133630289532,2,42,3,39,40,-36,46,48,1,0,24,wednesday,friday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,58,13,45,56,-32,35,61,103,0,24,thursday,saturday
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,27,27,0,27,27,19,191,81,0,24,saturday,saturday
1204214,0,6418,1,105,5.81818181818182,3,11.3528508256314,0,97,2.04475524475524,0,1,1,0,1,1,4,76,40,0,24,tuesday,tuesday
1457476,0,3961,10,59,4.39233038348083,2,8.52600050081011,0,46,1.48967551622419,0,10,0,3,10,-3,54,37,4,0,24,friday,monday
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,6,6,0,6,6,3,446,15,0,24,wednesday,wednesday
131134,0,53586,66,381,83.865671641791,59,78.8040384958497,0,354,31.3383084577114,10,106,106,0,106,106,17,102,5,0,24,thursday,friday
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,22,1,21,22,-20,39,152,33,0,24,friday,saturday
421482,0,77336,18,665,156.157608695652,118.5,138.528690117196,0,394,58.5760869565217,25,148,16,54,119,-38,53,95,111,0,24,thursday,saturday
4685,11267,391,32,5,0.512987012987013,0,1.18561186453992,0,5,0.194805194805195,0,0,0,0,0,0,2,0,3,0,24,thursday,thursday
441897,0,16175,18,1221,96.0758620689655,62,108.157553198619,0,982,37.3224137931034,14,27,2,11,25,-9,51,0,6,0,24,monday,wednesday
63888,0,1564,24,69,10.6507936507937,6,12.3457578732679,0,34,3.92460317460317,1,24,24,0,24,24,6,0,1,0,24,monday,tuesday
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,25,25,0,25,25,9,37,190,0,24,thursday,thursday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,18,1,1,17,0,63,79,1,0,24,wednesday,friday
888531,1,4469,47,259,91.6977611940299,84.5,40.7684816919316,0,227,33.9925373134328,10,87,0,4,83,-4,70,628,360,0,24,saturday,tuesday
18236,0,81,4,127,13.6605080831409,8,18.4959326836699,0,97,4.60739030023095,1,14,0,8,14,-8,52,79,3,0,24,tuesday,thursday
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,15,15,0,15,15,21,223,4,0,24,monday,tuesday
24410,0,698,28,103,5.05778894472362,2,9.7139581039815,0,44,1.95477386934673,0,2,1,1,1,0,51,207,1,0,24,tuesday,thursday
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,63,63,0,63,63,22,89,242,0,24,wednesday,thursday
