page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day
22665,0,15605,92,246,47.8640483383686,37,42.8146388472803,0,246,18.0377643504532,4,13,2,11,13,-9,39,193,3,0,24,wednesday,friday
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,105,105,0,105,105,20,37,3,0,24,monday,tuesday
27147,0,2260,28,26,4.27283511269276,3,4.81979507694317,0,21,1.58007117437722,0,0,0,0,0,0,34,460,18,0,24,sunday,tuesday
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,129,7,21,119,-14,61,66,33,0,24,sunday,wednesday
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,5,5,0,5,5,15,330,36,0,24,tuesday,tuesday
13742,0,66,17,17,1.10630630630631,0,2.09190973912043,0,7,0.376576576576577,0,1,1,0,1,1,9,38,1,0,24,saturday,saturday
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,74,7,67,71,-60,38,0,363,0,24,thursday,friday
114303,0,41419,24,1238,80.431906614786,52,134.684745876626,0,1123,36.4280155642023,8,29,11,18,28,-7,30,127,26,0,24,tuesday,wednesday
13221,0,8,76,4,0.593023255813954,0,1.01589583535733,0,3,0.232558139534884,0,1,0,0,1,0,57,82,2,0,24,monday,thursday
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,1,0,1,1,-1,36,63,1,0,24,monday,wednesday
9422,7750,189,34,3,0.428571428571429,0,0.77320057918645,0,3,0.168067226890756,0,0,0,0,0,0,29,86,1,0,24,saturday,sunday
22665,0,15605,92,246,47.8640483383686,37,42.8146388472803,0,246,18.0377643504532,4,52,52,0,52,52,7,767,30,0,24,thursday,friday
70695,0,7237,18,371,29.7434679334917,12,47.2581804186005,0,150,10.7814726840855,2,3,0,1,3,-1,67,132,2,0,24,wednesday,friday
343688,0,13610,24,167,25.8856655290102,16,28.5434624467295,0,155,10.5955631399317,3,0,0,0,0,0,0,143,2,0,24,tuesday,tuesday
1209904,62,106641,24,1178,297.774509803922,248,229.41881629853,0,676,102.823529411765,38.5,204,204,0,204,204,2,137,36,0,24,monday,monday
11426,1,3330,8,25,5.25490196078431,4,5.21627595074397,0,15,1.84313725490196,0,1,0,0,1,0,55,108,1,0,24,tuesday,thursday
531871,0,216,47,22,5.76923076923077,2,6.01477470840757,0,18,2.28205128205128,0.5,0,0,0,0,0,50,24,3,0,24,monday,wednesday
4488,0,124,40,29,3.3671875,2,4.54434933074513,0,21,1.3984375,0,1,0,1,1,-1,50,300,28,0,24,wednesday,friday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,1,0,1,1,-1,40,191,25,0,24,tuesday,thursday
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,48,48,0,48,48,17,131,60,0,24,monday,tuesday
2027759,0,30065,8,1436,222.104938271605,124.5,256.903873265995,0,1206,94.5123456790124,30.5,73,2,8,66,-6,68,35,30,0,24,thursday,sunday
1425417,185,84153,18,770,99.9076923076923,74.5,109.221260691233,0,610,36.4192307692308,12.5,8,8,0,8,8,20,14,18,0,24,monday,tuesday
1613,0,8,23,3,0.465116279069767,0,0.996478385378072,0,3,0.348837209302326,0,0,0,0,0,0,51,125,1,0,24,friday,sunday
50563,10358,2348,32,112,9.32347504621072,3,17.314765202678,0,100,3.07578558225508,1,1,0,1,1,-1,41,100,11,0,24,wednesday,thursday
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,32,0,2,32,-2,58,62,4,0,24,wednesday,friday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,7,0,7,7,-7,42,175,1,0,24,friday,sunday
50469,21748,2456,32,47,5.80314960629921,3,8.1044260971055,0,42,2.48818897637795,1,8,8,0,8,8,19,45,22,0,24,wednesday,thursday
244175,0,15135,18,378,41.7325581395349,35,40.93448379085,0,246,14.1773255813954,4,20,0,4,20,-4,62,87,4,0,24,sunday,wednesday
88359,3,42,17,4,0.705627705627706,0,1.0402769444418,0,4,0.277056277056277,0,0,0,0,0,0,39,95,1,0,24,monday,wednesday
4488,0,124,40,29,3.3671875,2,4.54434933074513,0,21,1.3984375,0,3,1,2,2,-1,33,1242,33,0,24,wednesday,thursday
22035,0,2310,24,39,8.64035087719298,5,9.3401859489571,0,36,2.98684210526316,1,5,5,0,5,5,3,122,1,0,24,thursday,thursday
700738,0,1600,34,64,5.67064439140811,2,10.5251771028036,0,55,2.10501193317422,0,13,0,1,12,-1,68,197,1,0,24,saturday,tuesday
57916,0,4150,80,66,16.1010101010101,14,13.0170788740808,0,60,6.51515151515152,2.5,19,19,0,19,19,6,190,37,0,24,saturday,saturday
684014,0,72208,9,965,61.6561314791403,30,105.365779520727,0,860,23.0290771175727,4,46,11,35,42,-24,30,189,57,0,24,wednesday,thursday
220749,0,12792,18,1064,41.325,22,73.4742569463859,0,971,16.6602941176471,4,44,44,0,44,44,10,53,27,0,24,tuesday,tuesday
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,0,0,0,0,0,70,217,23,0,24,tuesday,friday
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,1,1,0,1,1,47,49,1,0,24,monday,wednesday
209071,0,444,55,164,3.29100529100529,1,9.55933702650008,0,73,1.11640211640212,0,1,1,0,1,1,10,154,1,0,24,sunday,monday
70695,0,7237,18,371,29.7434679334917,12,47.2581804186005,0,150,10.7814726840855,2,12,0,0,12,0,66,0,4,0,24,sunday,wednesday
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,9,1,3,7,-2,57,5,154,0,24,wednesday,saturday
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,1,1,0,1,1,20,0,11,0,24,monday,tuesday
640987,0,84288,1,91,11.5530085959885,8,12.5043567583364,0,78,4.62607449856734,2,6,6,0,6,6,12,77,35,0,24,wednesday,wednesday
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,131,35,96,120,-61,40,122,28,0,24,monday,wednesday
285320,0,5510,24,275,39.9513888888889,18,60.6685358985281,0,192,10.6458333333333,4,18,18,0,18,18,14,0,1,0,24,wednesday,thursday
41813,0,10840,2,258,43.3766233766234,22,52.9132359224473,0,222,17.4329004329004,6,56,4,7,52,-3,62,0,1,0,24,saturday,tuesday
3280313,1,39324,14,1609,195.89847715736,141.5,197.891383959476,0,1345,74.9365482233503,26,138,1,29,126,-28,62,158,356,0,24,monday,thursday
321135,148,1651,16,191,14.4731610337972,6,24.8572620073271,0,132,5.72166998011929,1,15,7,8,14,-1,30,11,12,0,24,wednesday,friday
623667,0,2666,26,241,7.64299424184261,1,28.6615566736655,0,144,3.34357005758157,0,0,0,0,0,0,33,72,3,0,24,tuesday,wednesday
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,12,1,5,10,-4,51,208,5,0,24,saturday,monday
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,13,0,13,13,-13,45,28,3,0,24,sunday,tuesday
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,92,14,78,84,-64,41,214,89,0,24,wednesday,friday
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,310,26,90,250,-64,61,73,657,0,24,friday,monday
18309696,5,156518,21,385,115.5625,78.5,119.227706904687,0,271,77,38.5,87,29,33,52,-4,52,128,263,0,24,monday,thursday
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,111,1,9,104,-8,63,98,141,0,24,saturday,tuesday
96918,100,4495,8,286,15.7155963302752,8,32.8554684289259,0,114,5.59327217125382,1,3,3,0,3,3,14,45,1,0,24,saturday,sunday
23253,0,4595,8,131,10.568093385214,6,16.5003311328356,0,32,3.59143968871595,2,3,3,0,3,3,4,115,3,0,24,thursday,thursday
1181430,0,2307,17,41,4.13013698630137,3,4.61944030682918,0,35,1.70205479452055,1,0,0,0,0,0,16,90,4,0,24,sunday,monday
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,6,2,4,6,-2,31,25,1,0,24,saturday,sunday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,20,2,5,17,-3,53,642,53,0,24,sunday,wednesday
17135,0,32,13,4,0.205607476635514,0,0.637435248784297,0,2,0.046728971962617,0,1,0,0,1,0,69,127,1,0,24,friday,monday
209979,20,185,46,4,0.5625,0,0.85700982667835,0,3,0.190406976744186,0,0,0,0,0,0,44,0,1,0,24,friday,sunday
518876,0,51411,24,363,63.3982035928144,38,65.0237183562178,0,267,25.9880239520958,7,15,1,14,14,-13,41,167,44,0,24,saturday,monday
313452,1,86759,8,1399,203.12610619469,123.5,235.272840163217,0,1316,77.1460176991151,28,47,1,3,45,-2,64,288,40,0,24,sunday,wednesday
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,51,3,48,50,-45,44,52,3,0,24,monday,wednesday
192885,1,2647,24,87,16.4342857142857,14,12.868047016296,0,70,6.35047619047619,2,33,33,0,33,33,17,557,49,0,24,monday,tuesday
365315,0,1927,8,76,12.830985915493,7,17.0318557501987,0,68,5.40845070422535,1,61,61,0,61,61,8,128,104,0,24,monday,monday
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,54,1,23,50,-22,52,18,1,0,24,thursday,sunday
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,174,121,53,160,68,27,207,260,0,24,friday,sunday
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,3,3,0,3,3,7,217,2,0,24,sunday,sunday
1977515,27412,92370,9,1339,255.199324324324,201,254.388012582137,0,964,98.5608108108108,18.5,263,86,177,262,-91,31,77,104,0,21,wednesday,thursday
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,0,0,0,0,0,54,77,6,0,24,saturday,monday
21292,40768,525,32,20,2.94137931034483,2,3.62177487841483,0,17,1.26206896551724,0,1,0,1,1,-1,49,19,65,0,24,monday,wednesday
3995273,0,297147,4,2004,632.820846905537,500,437.277888324488,0,1592,239.501628664495,107,1579,40,160,1428,-120,68,21,346,0,24,sunday,wednesday
5077,3149,449,27,50,4.92488262910798,2,8.53075026616035,0,43,2.17840375586854,0,4,4,0,4,4,12,7,1,0,24,thursday,friday
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,1,0,0,1,0,64,12,4,0,24,monday,thursday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,7,7,0,7,7,14,0,55,0,24,thursday,thursday
50563,10358,2348,32,112,9.32347504621072,3,17.314765202678,0,100,3.07578558225508,1,12,0,4,11,-4,65,17,3,0,24,friday,monday
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,124,124,0,124,124,3,152,55,0,24,friday,friday
1426027,0,8025,1,216,9.51578947368421,2,28.1757877236896,0,173,3.5578947368421,0,3,1,0,2,1,49,35,12,0,24,friday,sunday
365591,2096,6531,9,228,30.8823529411765,15,36.3718192573952,0,186,13.0995475113122,3,9,9,0,9,9,23,109,1,0,24,wednesday,thursday
7634,1975,11,30,2,0.10828025477707,0,0.367113336330944,0,1,0.02547770700637,0,1,1,0,1,1,16,204,1,0,24,friday,saturday
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,27,27,0,27,27,5,51,32,0,24,tuesday,tuesday
9422,7750,189,34,3,0.428571428571429,0,0.77320057918645,0,3,0.168067226890756,0,0,0,0,0,0,12,144,1,0,24,thursday,friday
4290409,11,131422,9,1310,140.733990147783,65,206.740617521908,0,1231,58.2844827586207,13.5,699,699,0,699,699,22,161,1752,0,24,wednesday,thursday
16272,0,311,24,32,6.37179487179487,5,5.94873176390969,0,30,1.99038461538462,0,0,0,0,0,0,53,137,2,0,24,saturday,monday
2516731,0,20529,21,141,9.32667617689016,4,15.199678611527,0,64,3.31811697574893,1,49,1,9,43,-8,66,78,770,0,24,sunday,wednesday
4125,9412,255,27,11,1.6989247311828,1,2.48775472564716,0,11,1.01075268817204,0,1,1,0,1,1,9,0,3,0,24,tuesday,tuesday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,32,32,0,32,32,22,59,1,0,24,monday,tuesday
90677,0,1288,34,13,4.45714285714286,5,3.55642563050405,0,6,1.74285714285714,1,1,1,0,1,1,15,0,1,0,24,friday,saturday
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,1,1,0,1,1,5,0,1,0,24,friday,friday
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,34,0,34,34,-34,46,75,18,0,24,thursday,saturday
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,27,27,0,27,27,2,94,2,0,24,sunday,sunday
895296,209,35681,16,283,119.211009174312,117,59.9600131883773,0,184,42.2339449541284,26,130,26,104,116,-78,40,14,192,0,24,saturday,monday
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,3,1,2,2,-1,32,752,1,0,24,monday,tuesday
3337470,27805,11736,40,230,9.60686015831135,3,21.8307487004485,0,183,3.95646437994723,0,2,1,1,1,0,62,343,1,0,24,wednesday,friday
40368,0,22418,18,198,28.5,18,31.8013076890198,0,93,11.9329268292683,4,3,3,0,3,3,5,87,2,0,24,tuesday,tuesday
518876,0,51411,24,363,63.3982035928144,38,65.0237183562178,0,267,25.9880239520958,7,19,0,1,18,-1,69,152,50,0,24,friday,monday
400487,0,57833,13,414,26.6354916067146,15,44.9415979862141,0,300,10.9016786570743,3,21,21,0,21,21,1,160,84,0,24,wednesday,wednesday
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,275,42,233,252,-191,42,210,718,0,24,wednesday,friday
18236,0,81,4,127,13.6605080831409,8,18.4959326836699,0,97,4.60739030023095,1,0,0,0,0,0,22,0,1,0,24,saturday,sunday
4634,0,192,24,11,2.74137931034483,2,2.70095988574424,0,9,1.12068965517241,0,6,6,0,6,6,17,42,1,0,24,sunday,monday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,7,7,0,7,7,19,72,2,0,24,monday,tuesday
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,34,34,0,34,34,23,215,80,0,24,monday,tuesday
6887,0,20,19,13,1.28516377649326,0,2.06903762363411,0,13,0.439306358381503,0,1,0,1,1,-1,42,147,1,0,24,sunday,tuesday
242526,323,701,4,122,4.33070866141732,2,8.98209515403097,0,102,1.64409448818898,0,5,5,0,5,5,24,169,12,0,24,friday,saturday
642243,0,12330,24,437,65.8995633187773,38,76.5403307210228,0,295,26.1528384279476,8,42,4,38,41,-34,42,297,17,0,24,sunday,tuesday
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,114,1,9,111,-8,61,149,175,0,24,monday,thursday
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,2,2,0,2,2,25,113,11,0,24,wednesday,thursday
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,0,0,0,0,0,63,62,1,0,24,wednesday,saturday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,40,40,0,40,40,16,112,4,0,24,monday,tuesday
640987,0,84288,1,91,11.5530085959885,8,12.5043567583364,0,78,4.62607449856734,2,1,1,0,1,1,1,59,16,0,24,wednesday,wednesday
4716837,0,490422,5,1949,138.26393442623,43,260.282628563762,0,1455,58.9786885245902,13,78,15,63,73,-48,37,86,247,0,24,thursday,saturday
497,0,0,16,4,0.36405529953917,0,0.768743158034535,0,4,0.184331797235023,0,4,4,0,4,4,16,0,11,0,24,tuesday,wednesday
3739454,30262,29943,9,1647,125.266666666667,28,244.89930810664,0,1529,52.6311111111111,6,15,1,14,14,-13,47,0,1,0,14,wednesday,thursday
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,93,2,10,81,-8,72,119,281,0,24,thursday,sunday
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,33,5,28,30,-23,42,88,24,0,24,friday,saturday
1422427,0,35610,9,214,34.4945205479452,19,41.0421179939299,0,174,11.6821917808219,3,29,29,0,29,29,14,0,12,0,24,monday,tuesday
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,446,22,125,421,-103,53,210,430,0,24,thursday,saturday
10135,0,1025,24,18,3.04430379746835,2,3.4992674399891,0,18,1.24683544303797,0,2,0,0,2,0,60,244,1,0,24,monday,thursday
129525,0,57099,24,274,53.2983870967742,38,49.0746600137287,0,274,23.9516129032258,7,30,8,22,27,-14,37,0,1,0,24,saturday,monday
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,256,256,0,256,256,22,58,498,0,24,sunday,monday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,11,2,9,9,-7,46,19,3,0,24,wednesday,friday
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,286,286,0,286,286,22,128,1503,0,24,monday,tuesday
2046147,0,123685,9,1411,123.083242059146,73,163.739580568996,0,1076,43.26286966046,14,74,74,0,74,74,15,371,127,0,24,wednesday,thursday
17942,0,264,16,10,0.996153846153846,0,2.01627622673214,0,7,0.361538461538461,0,0,0,0,0,0,65,0,1,0,24,wednesday,saturday
326835,0,92354,18,626,86.3866666666667,55,102.019618156945,0,431,37.8986666666667,9,38,11,27,35,-16,30,170,69,0,24,saturday,sunday
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,58,58,0,58,58,18,77,112,0,24,tuesday,tuesday
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,203,34,169,202,-135,28,984,31,0,24,saturday,sunday
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,336,336,0,336,336,21,181,577,0,24,thursday,thursday
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,29,0,0,29,0,62,85,3,0,24,saturday,tuesday
856554,0,28,16,233,50.2857142857143,25,60.2220381384674,0,226,16.2959183673469,2,91,1,3,89,-2,59,348,27,0,24,saturday,monday
1169957,0,39275,18,1032,229.183520599251,210,152.812215027997,0,950,79.6142322097378,33,212,4,15,193,-11,72,163,110,0,24,thursday,sunday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,24,9,15,22,-6,35,283,1,0,24,friday,sunday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,7,0,1,6,-1,65,0,4,0,24,friday,monday
798622,0,34668,5,1458,97.3144016227181,7,216.5536827221,0,1138,50.7910750507099,2,2,0,0,2,0,71,1304,23,0,24,saturday,tuesday
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,9,0,9,9,-9,46,72,23,0,24,wednesday,friday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,42,3,18,38,-15,50,0,56,0,24,sunday,tuesday
1079539,0,66429,18,1075,270.248868778281,205,240.477459759884,0,864,101.357466063348,37,864,864,0,864,864,22,0,204,0,24,tuesday,wednesday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,24,0,5,19,-5,71,113,107,0,24,thursday,sunday
82197,0,3788,14,42,7.92505854800937,6,7.16346472526447,0,34,3.04918032786885,1,27,1,26,26,-25,46,103,22,0,24,friday,sunday
6676,0,14,24,11,2.7,1,3.18904374382039,0,7,1.06,0,0,0,0,0,0,66,162,1,0,24,wednesday,saturday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,37,37,0,37,37,22,130,37,0,24,wednesday,thursday
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,46,46,0,46,46,24,6,66,0,24,tuesday,wednesday
1181430,0,2307,17,41,4.13013698630137,3,4.61944030682918,0,35,1.70205479452055,1,1,0,0,1,0,66,39,1,0,24,wednesday,saturday
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,3,3,0,3,3,30,361,27,0,24,monday,tuesday
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,39,14,25,39,-11,26,140,19,0,24,saturday,sunday
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,0,0,0,0,0,6,0,6,0,24,wednesday,thursday
2516731,0,20529,21,141,9.32667617689016,4,15.199678611527,0,64,3.31811697574893,1,0,0,0,0,0,67,10,3,0,24,monday,thursday
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,94,19,75,84,-56,44,127,143,0,24,thursday,saturday
2239009,51619,87722,9,857,96.7084432717678,47,139.638491822163,0,793,34.5738786279683,5,15,15,0,15,15,18,185,58,0,24,tuesday,wednesday
1426027,0,8025,1,216,9.51578947368421,2,28.1757877236896,0,173,3.5578947368421,0,2,2,0,2,2,19,43,1,0,24,monday,tuesday
2239009,51619,87722,9,857,96.7084432717678,47,139.638491822163,0,793,34.5738786279683,5,326,4,47,302,-43,64,75,727,0,24,tuesday,thursday
633796,0,954,9,503,30.3285714285714,6,82.0667535657183,0,355,11.02,1,198,76,122,191,-46,28,178,7,0,24,monday,tuesday
1457476,0,3961,10,59,4.39233038348083,2,8.52600050081011,0,46,1.48967551622419,0,0,0,0,0,0,17,25,65,0,24,thursday,friday
3132831,0,52489,14,579,238.5,176.5,182.146232461723,1,446,115.75,55.5,357,357,0,357,357,9,0,12,0,24,thursday,friday
10145,6,15,19,2,0.295180722891566,0,0.540727670017329,0,1,0.090361445783133,0,0,0,0,0,0,7,145,1,0,24,friday,friday
44314,0,6358,8,148,22.0990338164251,12.5,27.6784041634901,0,139,7.76086956521739,2,13,3,10,10,-7,29,260,7,0,24,friday,saturday
297702,148,488,55,164,5.79537366548043,3,12.2442133889923,0,135,2.2135231316726,0,7,7,0,7,7,5,33,31,0,24,sunday,monday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,20,1,7,16,-6,54,186,18,0,24,wednesday,saturday
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,0,0,0,0,0,0,18,1,0,24,wednesday,wednesday
1199903,0,191483,4,514,124.457831325301,77,124.481604699449,0,370,53.6626506024096,22,138,138,0,138,138,8,74,11,0,24,friday,friday
209979,20,185,46,4,0.5625,0,0.85700982667835,0,3,0.190406976744186,0,0,0,0,0,0,3,0,2,0,24,friday,friday
80765,0,8973,13,289,20.3798076923077,12,37.3938880233318,0,270,8.38461538461539,2,18,18,0,18,18,23,275,39,0,24,friday,saturday
343688,0,13610,24,167,25.8856655290102,16,28.5434624467295,0,155,10.5955631399317,3,7,0,1,6,-1,70,177,3,0,24,sunday,wednesday
17942,0,264,16,10,0.996153846153846,0,2.01627622673214,0,7,0.361538461538461,0,0,0,0,0,0,60,9,2,0,24,friday,monday
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,66,66,0,66,66,6,142,2,0,24,thursday,thursday
83215,393,12259,18,73,12.4626865671642,10,10.8648344491864,0,71,4.74129353233831,2,17,0,3,16,-3,57,109,3,0,24,saturday,tuesday
3440,0,164,28,34,5.02941176470588,4,5.00285385683039,0,28,1.83823529411765,0,3,1,2,3,-1,26,74,1,0,24,tuesday,wednesday
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,11,0,1,10,-1,63,522,2,0,24,tuesday,friday
1013,0,1,85,16,2.22429906542056,1,3.48912438796212,0,7,0.635514018691589,0,2,0,2,2,-2,47,181,1,0,24,monday,wednesday
1726,0,67,81,12,2.94936708860759,2,3.22529062247469,0,10,0.974683544303797,0,0,0,0,0,0,12,170,1,0,24,saturday,sunday
309999,28,43647,9,545,70.8520900321543,43,84.2425146453192,0,530,26.0128617363344,5,43,43,0,43,43,10,34,13,0,24,monday,tuesday
